MC,Reactants,Reagents,Products,uspto_split
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cc(-c2cccc(C(F)(F)F)c2)nc2c1[nH]c1cc([N+](=O)O)ccc12.N,,NC(=O)c1cc(-c2cccc(C(F)(F)F)c2)nc2c1[nH]c1cc([N+](=O)O)ccc12,train
carbonyl_reduction,CCCCC(C)(C)c1ccc(C=O)c(F)c1,[BH4-].CO,CCCCC(C)(C)c1ccc(CO)c(F)c1,train
Mitsunobu,O=C1CCNc2cc(O)ccc21.OCCn1ccnc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,O=C1CCNc2cc(OCCn3ccnc3)ccc21,train
DCC_condensation,CC(C)(C)c1ccc(CNCCc2ccc(F)c(F)c2)cc1.O=C(O)c1cccc2cc[nH]c12,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)c1ccc(CN(CCc2ccc(F)c(F)c2)C(=O)c2cccc3cc[nH]c23)cc1,train
SN2_alcohol(thiol),Cc1ccc(O)c(Br)c1.C=C(C)CCl,[H-].[Na+],C=C(C)COc1ccc(C)cc1Br,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCCCCCCCCNC(=O)c1ccc(CN(CC2CCNCC2)C(=O)C(=O)OCC)cc1.COc1ccc(S(=O)(=O)Cl)cc1,,CCCCCCCCCCCCNC(=O)c1ccc(CN(CC2CCN(S(=O)(=O)c3ccc(OC)cc3)CC2)C(=O)C(=O)OCC)cc1,train
DCC_condensation,COc1cccc(C2OC(CC(=O)O)C(=O)N(CC(C)(C)COC(C)=O)c3ccc(Cl)cc32)c1OC.CCOC(=O)CCc1cccc(N)c1,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)CCc1cccc(NC(=O)CC2OC(c3cccc(OC)c3OC)c3cc(Cl)ccc3N(CC(C)(C)COC(C)=O)C2=O)c1,train
SNAr(para),Cc1cc(NC(=O)c2cnc(Cl)c(Cl)c2)nn1Cc1cc(Cl)ccc1OCC(C)C.C1COCCN1,,Cc1cc(NC(=O)c2cnc(N3CCOCC3)c(Cl)c2)nn1Cc1cc(Cl)ccc1OCC(C)C,train
imine_formation,COc1ccc(C(=O)c2ccccc2F)c(O)c1Cl.NO,[H+],COc1ccc(C(=NO)c2ccccc2F)c(O)c1Cl,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(c1cccc(C(F)(F)F)c1)C1CCNCC1.CC(=O)Cl,,CC(=O)N1CCC(C(=O)c2cccc(C(F)(F)F)c2)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(F)cc1F.CNCCO,,CN(CCO)S(=O)(=O)c1ccc(F)cc1F,train
DCC_condensation,CC(C)(C)OC(=O)c1ccc(Oc2ccccc2)cc1N.COc1ccc(C=CC(=O)O)cc1OC,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(C=CC(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)OC(C)(C)C)cc1OC,train
SNAr(para),CCOc1cc(F)ccc1[N+](=O)O.C1CNCCN1,,CCOc1cc(N2CCNCC2)ccc1[N+](=O)O,train
DCC_condensation,CC(C)(CN)c1ccc(OCc2ccccc2)cc1.O=CO,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(CNC=O)c1ccc(OCc2ccccc2)cc1,train
nucleophilic_attack_to_iso(thio)cyanate,Cc1ccc2c(N)c(F)ccc2n1.CCOC(CN=C=S)OCC,,CCOC(CNC(=S)Nc1c(F)ccc2nc(C)ccc12)OCC,train
SN2_alcohol(thiol),O=C(O)C(O)Cc1ccc(O)cc1.ClCc1ccccc1,[H-].[Na+],O=C(O)C(O)Cc1ccc(OCc2ccccc2)cc1,train
SN1,Cc1ccc(O)cc1C.CCOC(=O)C(C)Br,,CCOC(=O)C(C)Oc1ccc(C)c(C)c1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CO)cn4)sc23)c(F)c1)NC1CC1.CS(=O)(=O)Cl,[H-].[Na+],CS(=O)(=O)OCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)NC5CC5)cc4F)c3s2)nc1,train
ester_reduction,CCOC(=O)c1csc(-n2cc(CC(C)C)c3ccc(Cl)cc32)n1,[AlH4-].[AlH4-].[H+],CC(C)Cc1cn(-c2nc(CO)cs2)c2cc(Cl)ccc12,train
ester_reduction,CCn1c2ccccc2c2cccc(C(=O)OC)c21,[AlH4-].[AlH4-].[H+],CCn1c2ccccc2c2cccc(CO)c21,train
Swern_oxidation,CCOc1c(C(C)=C(F)CO)cc2c(c1Br)C(C)(C)CC=C2C(C)(C)C,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,CCOc1c(C(C)=C(F)C=O)cc2c(c1Br)C(C)(C)CC=C2C(C)(C)C,train
DCC_condensation,O=C(O)c1nn(-c2cnc(O)cn2)c2c1CC1CC21.CC(C)(N)CO,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(CO)NC(=O)c1nn(-c2cnc(O)cn2)c2c1CC1CC21,train
SN2,O=C1Nc2cc(Br)ccc2C1(F)F.C[Si](C)(C)CCOCCl,,C[Si](C)(C)CCOCN1C(=O)C(F)(F)c2ccc(Br)cc21,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CNC1c2ccccc2Oc2ccccc21.O=C(Cl)Cl,,CN(C(=O)Cl)C1c2ccccc2Oc2ccccc21,train
Swern_oxidation,COc1ccc(Cc2ccc(CO)cc2OCc2ccccc2)cc1,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,COc1ccc(Cc2ccc(C=O)cc2OCc2ccccc2)cc1,train
SN2,ClCc1cc2ccc(Cl)cc2cn1.CN,,CNCc1cc2ccc(Cl)cc2cn1,train
DCC_condensation,CS(=O)(=O)c1ccc(C(CC2CCC(=O)CC2)C(=O)O)cc1Cl.Nc1cnccn1,C(=NC1CCCCC1)=NC1CCCCC1,CS(=O)(=O)c1ccc(C(CC2CCC(=O)CC2)C(=O)Nc2cnccn2)cc1Cl,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)C1OC1COCc1ccccc1.N,,NC(=O)C1OC1COCc1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCc1nc2c(N)nc3cc(OCCCCCCN)ccc3c2n1CCCCNS(C)(=O)=O.CC(=O)Cl,,CCCc1nc2c(N)nc3cc(OCCCCCCNC(C)=O)ccc3c2n1CCCCNS(C)(=O)=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,NC1(c2ccccc2)C(=O)Nc2ccc(Cl)cc21.COc1ccc(S(=O)(=O)Cl)c(OC)c1,,COc1ccc(S(=O)(=O)N2C(=O)C(N)(c3ccccc3)c3cc(Cl)ccc32)c(OC)c1,train
DCC_condensation,CC(C)COc1ccc(C(=O)O)cc1C#N.COC(=O)c1cccc(N)c1Cl,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)c1cccc(NC(=O)c2ccc(OCC(C)C)c(C#N)c2)c1Cl,train
SNAr(para),COC(=O)c1ccc(Br)cc1.CC(=O)N1CCNCC1,,COC(=O)c1ccc(N2CCN(C(C)=O)CC2)cc1,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCN(c2c(COc3ccccc3C(F)(F)F)cc(Br)cc2NC(=O)c2nccc3ccccc23)CC1,[H+],O=C(Nc1cc(Br)cc(COc2ccccc2C(F)(F)F)c1N1CCNCC1)c1nccc2ccccc12,train
DCC_condensation,COc1ccc2ccc(N3C(=O)c4ccccc4C3OCC(=O)O)nc2n1.CC(C)CCN,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc2ccc(N3C(=O)c4ccccc4C3OCC(=O)NCCC(C)C)nc2n1,train
DCC_condensation,O=C(O)c1nc2c(C(F)(F)F)cc(-c3cn[nH]c3)cn2c1Cl.O=C1CN(C2CCNCC2)C(=O)N1,C(=NC1CCCCC1)=NC1CCCCC1,O=C1CN(C2CCN(C(=O)c3nc4c(C(F)(F)F)cc(-c5cn[nH]c5)cn4c3Cl)CC2)C(=O)N1,train
SN2_alcohol(thiol),Sc1nc2ccccc2[nH]1.CC(=O)CCl,[H-].[Na+],CC(=O)CSc1nc2ccccc2[nH]1,train
reductive_amination,CCOC(=O)c1sc(N2CCCC2CO)nc1N.COc1ccc(C=O)cc1Cl,[H+].[BH3-]C#N.[Na+],CCOC(=O)c1sc(N2CCCC2CO)nc1NCc1ccc(OC)c(Cl)c1,train
DCC_condensation,Nc1cccc(Br)c1.COCCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,COCCC(=O)Nc1cccc(Br)c1,train
DCC_condensation,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(O)Cc1ccccc1-3.CN(C)S(N)(=O)=O,C(=NC1CCCCC1)=NC1CCCCC1,CN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(O)Cc1ccccc1-3,train
DCC_condensation,CC(C)(C)OC(=O)NC1(C(=O)O)CCN(C(=O)OCc2ccccc2)CC1.CC(C)c1ccc(N)cc1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)c1ccc(NC(=O)C2(NC(=O)OC(C)(C)C)CCN(C(=O)OCc3ccccc3)CC2)cc1,train
SN2,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC(N2CCNCC2)C(c2ccccc2)C1.BrCc1ccccc1,,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC(N2CCN(Cc3ccccc3)CC2)C(c2ccccc2)C1,train
DCC_condensation,COc1cc(C(=O)O)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1.OCCN1CCNCC1,C(=NC1CCCCC1)=NC1CCCCC1,COc1cc(C(=O)N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,train
ester_reduction,CCOC(=O)C(=Cc1ccc(OC)cc1)CC,[AlH4-].[AlH4-].[H+],CCC(=Cc1ccc(OC)cc1)CO,train
SN2_alcohol(thiol),ClCc1nsc(Cl)n1.NCCS,[H-].[Na+],NCCSCc1nsc(Cl)n1,train
DCC_condensation,NCc1ccc(C2C(CCC(O)c3ccc(F)cc3)C(=O)N2c2ccc(F)cc2)cc1.CN(Cc1ccc(CC(=O)O)cc1)CC(O)C(O)C(O)C(O)CO,C(=NC1CCCCC1)=NC1CCCCC1,CN(Cc1ccc(CC(=O)NCc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)cc1)CC(O)C(O)C(O)C(O)CO,train
SN1,Cc1cc(C)c(C(Cl)Cn2ccnc2)c(C)c1.COC(=O)c1ccc(S)cc1,,COC(=O)c1ccc(SC(Cn2ccnc2)c2c(C)cc(C)cc2C)cc1,train
DCC_condensation,COc1ccc(C(=O)Nc2ccc(C(C)(C)CN)cc2)cc1OC.COc1ccccc1C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(C(=O)Nc2ccc(C(C)(C)CNC(=O)c3ccccc3OC)cc2)cc1OC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1cccc(N)c1.CS(=O)(=O)Cl,,COC(=O)c1cccc(NS(C)(=O)=O)c1,train
SN2,O=C(c1ccc(CBr)cc1)c1ccc(Cl)cc1Cl.Cn1ncc2[nH]c(Cl)c(Cl)c2c1=O,,Cn1ncc2c(c(Cl)c(Cl)n2Cc2ccc(C(=O)c3ccc(Cl)cc3Cl)cc2)c1=O,train
SN2,BrCC1=Cc2ccccc2Oc2ccccc21.C#CCNC,,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,train
O_demethylation,COc1cc(Br)cc(I)c1,BrB(Br)Br.O,Oc1cc(Br)cc(I)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1cccc(Cl)c1Cl.COc1ncc(C)nc1N,,COc1ncc(C)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,train
DCC_condensation,O=C(O)C(c1ccccn1)c1ccccn1.NC1CCN(CCc2ccccc2)C1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(NC1CCN(CCc2ccccc2)C1)C(c1ccccn1)c1ccccn1,train
SN2,N=C(N)Nc1nc(C(=O)CBr)cs1.[N-]=[N+]=[N-],,[N-]=[N+]=NCC(=O)c1csc(NC(=N)N)n1,train
O_demethylation,COc1ccc(C2CCN(CCCCc3ccccc3)CC2)cc1,BrB(Br)Br.O,Oc1ccc(C2CCN(CCCCc3ccccc3)CC2)cc1,train
DCC_condensation,COc1cc(C(=O)O)cc(OC)n1.COC(=O)C(N)CC(C)C,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)nc(OC)c1,train
reductive_amination,Oc1cc(CC(F)(F)F)c(-c2ccc3c(-c4nc5c([nH]4)CCNC5)n[nH]c3c2)cc1F.COc1ccc(C=O)cc1,[H+].[BH3-]C#N.[Na+],COc1ccc(CN2CCc3[nH]c(-c4n[nH]c5cc(-c6cc(F)c(O)cc6CC(F)(F)F)ccc45)nc3C2)cc1,train
SN2_alcohol(thiol),BrCc1cccc2cccnc12.CC(=O)O,[H-].[Na+],CC(=O)OCc1cccc2cccnc12,train
DCC_condensation,CNc1cn(-c2cccnc2)nc1Cl.CSCCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CSCCC(=O)N(C)c1cn(-c2cccnc2)nc1Cl,train
SN2,CC(C)(C)OC(=O)N1CCC(=CCBr)CC1.O=C1NC(=O)c2ccccc21,,CC(C)(C)OC(=O)N1CCC(=CCN2C(=O)c3ccccc3C2=O)CC1,train
Swern_oxidation,OCc1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,O=Cc1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1,train
SN2_alcohol(thiol),C=CCN1C2CCC(O)C1(c1ccccc1)CC2C#N.FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,[H-].[Na+],C=CCN1C2CCC(OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C1(c1ccccc1)CC2C#N,train
SN2,CC#CCOc1cc(Nc2ccccc2)ncn1.CCCI,,CC#CCOc1cc(N(CCC)c2ccccc2)ncn1,train
SN2_alcohol(thiol),Oc1ccc(OCc2ccc3ccccc3n2)cc1.CCOC(=O)c1nc2ccc(CBr)cc2o1,[H-].[Na+],CCOC(=O)c1nc2ccc(COc3ccc(OCc4ccc5ccccc5n4)cc3)cc2o1,train
DCC_condensation,Cn1cc(-c2ccc(CN)cc2F)ccc1=O.O=C(O)c1ccc(-c2cnccn2)cc1,C(=NC1CCCCC1)=NC1CCCCC1,Cn1cc(-c2ccc(CNC(=O)c3ccc(-c4cnccn4)cc3)cc2F)ccc1=O,train
reductive_amination,CC(C)(C)OC(=O)N1CCC(NCc2ccccc2C(F)(F)F)CC1.O=C1CCCC1,[H+].[BH3-]C#N.[Na+],CC(C)(C)OC(=O)N1CCC(N(Cc2ccccc2C(F)(F)F)C2CCCC2)CC1,train
Mitsunobu,CC(C)c1cc(O)cc2c1C(=O)N(COc1cc(C(F)(F)F)nn1-c1ccc(Cl)cc1)S2(=O)=O.O=C(CCCO)OCc1ccccc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,CC(C)c1cc(OCCCC(=O)OCc2ccccc2)cc2c1C(=O)N(COc1cc(C(F)(F)F)nn1-c1ccc(Cl)cc1)S2(=O)=O,train
DCC_condensation,O=C(O)C1CC(O)CN1C(=O)OCc1ccccc1.CN,C(=NC1CCCCC1)=NC1CCCCC1,CNC(=O)C1CC(O)CN1C(=O)OCc1ccccc1,train
SN2,COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4cccc(C#N)c4)C3=O)cc2c1.COc1cccc(CBr)c1,,COc1cccc(CN(C2CCN(Cc3cccc(C#N)c3)C2=O)S(=O)(=O)c2ccc3ccc(OC)cc3c2)c1,train
SNAr(ortho),O=C(O)c1nc(-c2ccccc2)ncc1Br.N,,Nc1cnc(-c2ccccc2)nc1C(=O)O,train
DCC_condensation,CCOC(=O)c1c(N)sc2c1CCCC2.CC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)c1c(NC(C)=O)sc2c1CCCC2,train
DCC_condensation,O=C(O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1.Cc1cccc(N2CCN(CCN)CC2)n1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1cccc(N2CCN(CCNC(=O)c3ccc(S(=O)(=O)Nc4ccccc4Oc4ccc(Cl)cc4Cl)cc3)CC2)n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.c1ccc2c(c1)cc1n2CCNC1,,CC(C)(C)OC(=O)N1CCn2c(cc3ccccc32)C1,train
SN2,C=CCON(C1CN(C(=O)OC(C)(C)C)C(CO[Si](C)(C)C(C)(C)C)C=C1C(N)=O)S(=O)(=O)c1ccccc1[N+](=O)O,[F-],C=CCON(C1CN(C(=O)OC(C)(C)C)C(CO)C=C1C(N)=O)S(=O)(=O)c1ccccc1[N+](=O)O,train
DCC_condensation,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ccn(CC(=O)O)n2)cc1Cl.CCNCC,C(=NC1CCCCC1)=NC1CCCCC1,CCN(CC)C(=O)Cn1ccc(NC(=O)C(CC2CCCC2)c2ccc(S(C)(=O)=O)c(Cl)c2)n1,train
SNAr(ortho),CCOC(=O)c1cnn2c(Cl)c(C(=O)N3CCC(c4ccccc4)CC3)cnc12.Cc1cscc1N,,CCOC(=O)c1cnn2c(Nc3cscc3C)c(C(=O)N3CCC(c4ccccc4)CC3)cnc12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCOC(=O)c1cc(N)ncc1Sc1ccc(S(=O)(=O)N2CCCCC2)cc1.O=S(=O)(Cl)c1ccc(Cl)cc1Cl,,CCCCCOC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ncc1Sc1ccc(S(=O)(=O)N2CCCCC2)cc1,train
SN2_alcohol(thiol),OCc1cc(Br)ccc1Cl.CI,[H-].[Na+],COCc1cc(Br)ccc1Cl,train
SN2,Cc1nc2cc(C(=O)N(C)C)c3c(c2n1CCCO[Si](C)(C)C(C)(C)C)OC(c1ccc(F)cc1)CC3,[F-],Cc1nc2cc(C(=O)N(C)C)c3c(c2n1CCCO)OC(c1ccc(F)cc1)CC3,train
aldol_condensation,O=Cc1ccc2c(C=Cc3ccncc3)n[nH]c2c1.O=C1Cc2cc(Br)cnc2N1,[OH-],O=C1Nc2ncc(Br)cc2C1=Cc1ccc2c(C=Cc3ccncc3)n[nH]c2c1,train
Mitsunobu,CC(=O)N(c1ccc(Cl)cc1)C1CC(C)N(C(=O)c2ccc(O)cc2)c2ccccc21.O=C1CCCN1CCCO,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,CC(=O)N(c1ccc(Cl)cc1)C1CC(C)N(C(=O)c2ccc(OCCCN3CCCC3=O)cc2)c2ccccc21,train
Mitsunobu,COc1cc2c(Cl)cnnc2cc1O.OCc1ccncc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,COc1cc2c(Cl)cnnc2cc1OCc1ccncc1,train
DCC_condensation,COc1cccc(CN)c1.O=C(O)c1ccc(Br)s1,C(=NC1CCCCC1)=NC1CCCCC1,COc1cccc(CNC(=O)c2ccc(Br)s2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCS(=O)(=O)N1CCC(CN)(c2ncccc2Br)CC1.O=C(Cl)c1ccc(Cl)cc1Cl,,CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(Cl)cc2Cl)(c2ncccc2Br)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CS(=O)(=O)c1ccc(-c2[nH]ccc2-c2ccc(F)cc2)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,,CC(C)(C)OC(=O)n1ccc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,train
DCC_condensation,CC(C)(C)OC(=O)NC1(C(=O)O)CCC(=O)CC1.CC(N)c1ccc(F)cc1,C(=NC1CCCCC1)=NC1CCCCC1,CC(NC(=O)C1(NC(=O)OC(C)(C)C)CCC(=O)CC1)c1ccc(F)cc1,train
aldol_condensation,CC(C(=O)OC(C)(C)C)c1ccc(C=O)cc1.O=C1CCCSC1,[OH-],CC(C(=O)OC(C)(C)C)c1ccc(C=C2SCCCC2=O)cc1,train
DCC_condensation,CCN(C(=O)Oc1ccc(F)cc1)C1CNCC1c1ccc(Cl)cc1.O=C(O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CCN(C(=O)Oc1ccc(F)cc1)C1CN(C(=O)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)CC1c1ccc(Cl)cc1,train
DCC_condensation,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(-c2ccc(C(=O)O)[nH]2)c1.CCC(N)CO,C(=NC1CCCCC1)=NC1CCCCC1,CCC(CO)NC(=O)c1ccc(-c2cc(Oc3ccc(S(C)(=O)=O)nc3)cc(OC(C)COC)c2)[nH]1,train
SNAr(ortho),CCOC(=O)c1cnc(Cl)cc1Cl.CC(O)CN,,CCOC(=O)c1cnc(Cl)cc1NCC(C)O,train
ester_reduction,CCOC(=O)c1nc(-c2ccc(C)cc2)oc1C,[AlH4-].[AlH4-].[H+],Cc1ccc(-c2nc(CO)c(C)o2)cc1,train
SN2,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2cc(Br)c(CBr)cc2c1=O.CNCc1ccccc1,,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2cc(Br)c(CN(C)Cc3ccccc3)cc2c1=O,train
SN2,CC(C)(C)C(=O)Nc1ccc(-c2cc(=O)c3c(NCCCOS(C)(=O)=O)c(F)cc(F)c3o2)cc1F.CNC,,CN(C)CCCNc1c(F)cc(F)c2oc(-c3ccc(NC(=O)C(C)(C)C)c(F)c3)cc(=O)c12,train
SNAr(para),O=Cc1ccc(F)c(F)c1.C1COCCN1,,O=Cc1ccc(N2CCOCC2)c(F)c1,train
alcohol_attack_to_carbonyl_or_sulfonyl,Cc1c(-c2cc3ccccc3o2)oc(=O)c(C)c1O.O=C(Cl)c1ccccc1,[H-].[Na+],Cc1c(-c2cc3ccccc3o2)oc(=O)c(C)c1OC(=O)c1ccccc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1ccccc1C1(N2CCCCC2C(=O)OCc2ccccc2)C(=O)Nc2ccc(Cl)cc21.COc1ccc(S(=O)(=O)Cl)c(OC(F)(F)F)c1,,COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CCCCC3C(=O)OCc3ccccc3)c3cc(Cl)ccc32)c(OC(F)(F)F)c1,train
DCC_condensation,O=C(O)CC(c1ccccc1)c1ccccc1.C1CCN(CC2CCNCC2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(CC(c1ccccc1)c1ccccc1)N1CCC(CN2CCCCC2)CC1,train
reductive_amination,CC(C)(C)OC(=O)N1CCNCC1.O=Cc1cncnc1,[H+].[BH3-]C#N.[Na+],CC(C)(C)OC(=O)N1CCN(Cc2cncnc2)CC1,train
SNAr(ortho),NCc1ccccc1OC(F)F.O=[N+](O)c1ccc(Br)cc1F,,O=[N+](O)c1ccc(Br)cc1NCc1ccccc1OC(F)F,train
SN2_alcohol(thiol),O=c1c2ccccc2oc2ccc(O)cc12.CCOC(=O)CCCCBr,[H-].[Na+],CCOC(=O)CCCCOc1ccc2oc3ccccc3c(=O)c2c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CNC(C)c1cc([N+](=O)O)ccc1Oc1ccc(Cl)c(Cl)c1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,,CC(c1cc([N+](=O)O)ccc1Oc1ccc(Cl)c(Cl)c1)N(C)C(=O)OC(C)(C)C,train
DCC_condensation,COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)O)C3.CC1CCC(C)N1,C(=NC1CCCCC1)=NC1CCCCC1,COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)N1C(C)CCC1C)C3,train
DCC_condensation,CC(C)(C)OC(=O)N1CCN(c2nc3c(C(=O)O)cccc3o2)CC1.NC1CN2CCC1CC2,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)N1CCN(c2nc3c(C(=O)NC4CN5CCC4CC5)cccc3o2)CC1,train
DCC_condensation,COc1ccc(-n2c(-c3ccc(C(=O)O)cc3)nc3ccccc32)cc1.CC(N)c1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(-n2c(-c3ccc(C(=O)NC(C)c4ccccc4)cc3)nc3ccccc32)cc1,train
DCC_condensation,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)O)ccc3C)cc12.NC1(c2ncc(F)cn2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncc(F)cn5)CC4)ccc3C)cc12,train
DCC_condensation,CC(C)c1ccc(NC(=O)C2CCNCC2)cc1.O=C(O)CCC1CC1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)c1ccc(NC(=O)C2CCN(C(=O)CCC3CC3)CC2)cc1,train
O_demethylation,COc1cc2cc(-c3ccccc3C)sc2c(Cl)c1Cl,BrB(Br)Br.O,Cc1ccccc1-c1cc2cc(O)c(Cl)c(Cl)c2s1,train
SN2_alcohol(thiol),C=C(C)C(=O)O.BrCCCBr,[H-].[Na+],C=C(C)C(=O)OCCCBr,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1oc2ccncc2c1Nc1ccc(I)cc1F.CC1(C)OCC(CON)O1,,CC1(C)OCC(CONC(=O)c2oc3ccncc3c2Nc2ccc(I)cc2F)O1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Clc1ccc(-c2nc(NCCCN3CCNCC3)nc3ccccc23)cc1.COc1cccc(C(=O)Cl)c1,,COc1cccc(C(=O)N2CCN(CCCNc3nc(-c4ccc(Cl)cc4)c4ccccc4n3)CC2)c1,train
SN2,CCC(O)(CC)CCSC(C)C1=CCC2C3=CC=C4CC(O)CC(O[Si](C)(C)C(C)(C)C)C4(C)C3CCC12C,[F-],CCC(O)(CC)CCSC(C)C1=CCC2C3=CC=C4CC(O)CC(O)C4(C)C3CCC12C,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C(C(=O)OC2CCCC2)C1,[H+],O=C(OC1CCCC1)C1CNCCN1C(=O)OCc1ccccc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(C)(C)OC(=O)NCCO.CS(=O)(=O)Cl,[H-].[Na+],CC(C)(C)OC(=O)NCCOS(C)(=O)=O,train
